,lines,character
411,let’s goohoh ouoooout tonight i have to goohohoh ouooooout tonight you wanna prowl be my night owl leonard and sheldon reappear running down the stairs we’ll take my… appearing hey guys hi where you going you’ll never guess what just happened what was that alright remember when i auditioned for that workshop production of rent but i didn’t get it and i couldn’t figure out why well the girl they picked to play mimi she dropped out and they asked me to replace her it’s not a big deal just a one night showcase but they invite a lot of casting people and agents so you never know it’s this friday at eight you guys want to come oh too bad well i got to get to rehearsal see you guys do you have any idea what time it is what do you want i remember symposium wait what well imagine how i’m feeling thanks i just wanted to come by and wish you guys luck with your symposium you know i got to tell you a lot of friends would let their friend go alone but that’s not who you are you are the kind of guy who stands by a friend when… when he has a symposium to go to it’s okay leonard hugs him uhhuh uhhuh howard wait sheldon i think we should tell them there’s no symposium leonard lied to me isn’t that right leonard it’s okay i do look leonard is helping sheldon through a family crisis he made up the whole story about the symposium with dr farminfarm…ian hah yeah because he didn’t want sheldon to be embarrassed and there is nothing to be embarrassed okay every family in america has a relative holed up in a garage somewhere huffing paint thinner no look sheldon’s cousin leo escaped rehab and he’s in a motel at long beach the whole family’s going out for an intervention leonard is driving sheldon down there to help him through this because he’s such a good man alright you guys good luck hi how did the intervention go well based on what you told me i’m not surprised hi leo how are you feeling no oh it was okay i guess wasn’t a big turn out but they both really seemed to like it by the end yeah i’m… i’m sorry yeah hey do you want to come over to my place have coffee i have a video of me singing last night do you want to see it this is even better than you coming to the showcase because now i get to watch you watch me leo you are a very sweet really funny guy you’re gonna do okay,Penny
412,hi guys did you get my mail oh better than north dakota pause i guess that joke’s only funny in nebraska boy it’s good to be back ugh it was the worst trip everyone got sick over the weekend oh the flu i guess maybe friday i… i don’t… oh it’s okay i understand okay well thank you for getting my mail no just crazy sheldon what are you doing here how could you have gotten it from me i’m not sick shhh sheldon what do you want why didn’t you just… louder throat clearance why didn’t you just have soup at home you can have soup delivered okay what kind of soup do you want we have chicken tortilla and potato leek no hey where are you you sound funny yeah well i’m at work too and you’ll never guess who’s here infecting my entire station he won’t leave he says he’s afraid he’ll pass out on the bus and someone will harvest his organs can you please come get him oh it’s okay i didn’t really need to work today it’s not like i have rent or car payments or anything okay well you feel better um home to write some bad cheques sheldon you are a grown man haven’t you ever been sick before really never studying abroad and there was noone there to take care of you again what does that mean okay sweetie i’ll take care of you what do you need okay ground rules no sponge baths and definitely no enemas okay nice and cosy okay i’ll see you later oh sheldon can’t you do that yourself but sheldon… i can’t believe i’m doing this sorry what i’m sorry honey i don’t know it soft kitty warm kitty… little ball of fur you rat bastard you deliberately stuck me with sheldon uh it’s okay sweetie good news leonard’s home here you go good luck bye,Penny
413,mmm this is really delicious isn’t it raj looks uncomfortable then nods still can’t talk to me unless you’re drunk huh shakes head oh sweetie you are so damaged sure raj hug howard i’m confused did sheldon stop giving milk so you’ve got a bit of competition i really don’t see what the big deal is i don’t understand exactly how did he get any friends in the first place you know i’m confused again is he waiting or do we get to shoot him between the eyes oh hey guys what’s up what,Penny
414,hi can you help me i was writing an email and the a key got stuck now it’s just going “aaaaaaa” nothing diet coke and yoghurt a little nail polish wow so in your world you’re like the cool guys zod i want tickets to that please good afternoon and welcome to today’s physics bowl practice round i’m penny and i’ll be your host because apparently i didn’t have anything else to do on a saturday afternoon and isn’t that just a little sad gentlemen are you ready you know it’s none of my business but isn’t a guy who can’t speak in front of women going to hold you back a little oh thanks raj it’s vanilla oil okay the first question is on the topic of optics what is the shortest light pulse ever produced dr cooper that is correct good for you sweetie okay next question what is the quantum mechanical effect used to encode data on hard disk drives howard right okay what artificial satellite has seen glimpses of einsteins predicted frame dragging raj buzzes because it’s polite leonard you said i only had to ask questions what did he say yeah and the bag it came in so how do you feel nice and loose come to play got your game face on the guys look confused are you ready oh no no i want to it sounds really interesting sheldon i’m just going to sit down okay new contest i’m settling once and for all who is the smartest around here okay are you ready okay marsha jan and cindy were the three daughters of what tv family they stare at her the brady bunch okay sammy hagar replaced david lee roth as the lead singer in what group van halen alright madonna was married to this ridgemont high alum pause oh my god sean penn i go outside and i talk to people alright here what actor holds the record for being named people magazine’s sexiest man alive no alright singer who sang “oops i did it again” sheldon starts involuntarily twitching again okay tweetie bird taught he taw a what yes he taught he taw a romulan,Penny
415,oh hey guys what are you doing what is it yeah okay neat but i really got to get to work so… i don’t have a few minutes i’m running really late you’re joking right damn okay i’ll just take the roof okay first of all what you call a gap was nearly three feet wide i slipped and skinned my knee zzzzzzzzz second of all the door to the stairwell of the other building was locked so i had to go down the fire escape which ends on the third floor forcing me to crawl through the window of a lovely armenian family who insisted i stay for lunch it was eight courses of lamb and they tried to fix me up with their son not done by the time i finally got to work they’d given my shift away yeah that’s right i’ve lost an entire day’s pay thanks to this… this… no i don’t want to try it my god you are grown men how could you waste your lives with these stupid toys and costumes and comic books and… and now that… that… oh please it’s not a time machine if anything it looks like something elton john would drive through the everglades pathetic all of you completely pathetic storms out a beat and then… oh hey guys what are you doing yeah okay neat but i really got to get to work so… but what about your time machine oh i’m scared oh leonard kisses him as they descend from view leonard wakes up still sitting in the time machine what the hell’s going on what okay okay look if this is about yesterday leonard i am really sorry about what i said i was just a bit upset no you didn’t look you are a great guy and it is things you love that make you who you are really oh wow good for you kisses his cheek hi mike yeah i just have to change oh stop it bye guys,Penny
416,hey leonard you left your underwear in the dryer downstairs really they have your little name label in them wow you don’t look that much alike hey good for you raj hey sheldon’s sister’s pretty cute i w… i didn’t say you were i just said she was cute sheldon why are you ignoring your sister missy i’m going to go get my nails done do you want to come you’re welcome goodbye leonard ah hey leonard uh pretty much why of course what do you want howard missy missy oh honey is your medication wearing off raj nods,Penny
417,hey guys guys some of the other waitresses wanted me to ask you something yeah that’s terrific but what they wanted me to ask you was to cut it the hell out to someone off right come on guys come on singing while approaching another table happy birthday to you happy birthday to you… so leonard will we be seeing you on saturday for your free birthday cheesecake okay he can have carrot cake he can scrape it off i did your horoscope remember i was going to do everybody’s until sheldon went on one of his typical psychotic rants blah blah blah a typical taurus so seriously are we going to see you saturday why not shuddup yeah you do uh that’s so silly what was it called “i hate my son and that’s why he can’t have cake” yeah see that’s what kids should have so you’ve really never had a birthday party and oh my god that’s terrible that’s the saddest thing i’ve ever heard i know i want to talk to you okay can you just let me in okay here’s the deal we are going to throw leonard a kickass surprise party for his birthday on saturday he just doesn’t know he wants one because he’s never had one howard here’s the difference the possibility exists that leonard could have a birthday party before hell freezes over anguish okay sweetie i understand you have scars that no nonprofessional can heal but nevertheless we are going to throw leonard a birthday party nevertheless we are… okay here’s the deal you either help me throw leonard a birthday party or so help me god i will go into your bedroom and i will unbag all of your most valuable mint condition comic books and on one of them you won’t know which i’ll draw a tiny happy face in ink sheldon do you understand the concept of blackmail is that raj and howard so what did you get the birthday boy nice i got him a sweater uh sheldon i didn’t see your present well why not well sheldon you’re his friend friends give each other presents what it’s a nonoptional social convention okay let’s do this um i will drive sheldon to get a present and howard you need to get rid of leonard for about two hours and then raj you bring the stuff across the hall and start setting up entertain them stare at them and make them feel uncomfortable alright you know they have dvds over there sheldon a gift shouldn’t be something someone needs it should be something fun you know something they wouldn’t buy for themselves well it’s a fun sweater it’s got a bold geometric print okay the point is one of the ways we show we care about people is by putting thought and imagination into the gifts we give them exactly um that one sure oh okay then this one i don’t know the man on the box looks so happy oh i know i’m going to regret this but what trauma of course no all of them yeah okay so we’re getting this one okay let’s go here buy this one look it’s the one we’re getting see happy guy available sheldon we have to go yeah well so do i look you’ve got to stall leonard a little longer you have to we all have to be there at the same time to yell “surprise” why is leonard okay okay i don’t need your attitude just hold him there a little longer okay how about this you keep him there a little longer and when you get to the party i’ll point out which of my friends are easy i’ve got a hot former fat girl with no selfesteem i’ve got a girl who punishes her father by sleeping around and an alcoholic who’s two tequila shots away from letting you wear her like a hat him sheldon we have to go well for one thing we’re late for leonard’s birthday party and for another i told him to call security keep walking that’s my friend carol remind me i’ve got to introduce her to howard i’m so sorry you didn’t get your party happy birthday anyways she kisses him full on the lips,Penny
418,i need to use your window hey jerkface you forgot your ipod throws it out oh i’ll tell you what’s going on that stupid selfcentred bastard wrote about our sex life in his blog out of window drop dead you stupid selfcentred bastard to leonard thank you exit i’m fine leonard just go away go away i don’t wait tell me the truth am i just an idiot who picks giant losers okay so i pick good guys but turn them into losers well it’s got to be one or the other which is it i really thought mike was different i thought he was sensitive and smart i mean not you smart normal nonfreaky smart you know and then he just goes and has to humiliate me by writing about me on his blog so the entire world can read it yeah really well my friends at work found it my sister found it judging by my email a number of prisoners at the michigan state penitentiary found it nope you know what you might as well read it everybody else has go ahead oh god i just feel so betrayed and embarrassed i just want to crawl into a hole and die oh god sandwich shop no at the sub shop we were only making out really do you think i overreacted ‘cause i do that i do overreact maybe i should call mike and apologise yes you’re right i should just say i’m done with him but i never gave the man a chance to explain no you were right the first time this is a man who loves me but in his own stupid way he was just trying to show people how he feels no you did better than that you helped me see it on my own i’m going over to mike’s leonard thank you so much thank you so much for your stupid advice slams door again i’m sorry i yelled at you it’s not your fault well i went over to mike’s to make up with him but he had already moved on that’s what i said to the woman who had her legs wrapped around his neck how could he do that i swear to god i am done with guys like that you know macho with the perfect body and the hair and the money you know just once i would like to go out with someone who is nice and honest and who actually cares about me what about you what are you asking me out wow no i know i got that yeah totally yes yes i will go out with you yeah why not i mean what do i have to lose sheldon i’m sorry look do you have a second i was just wondering if i could talk to you it’s about leonard well raj can’t talk to me unless he’s drunk and wolowitz is you know disgusting all i’m saying is you know leonard the best leonard might come home can we talk in my apartment no okay so here’s the thing i guess you’re aware that leonard asked me out oh that’s nice anyhow the thing i wanted to talk to you about is you know since leonard and i have become friends i was just… want to sit down well choose alright why don’t you just pick one at random and then if you don’t like it you can sit somewhere else next time okay um here’s the thing so i’ve known for a while now that leonard has had a little crush on me… alright yeah i don’t really know who they are… yeah i don’t care i don’t care the point is leonard isn’t the kind of guy i usually go out with no what i’m saying is leonard might be different in a good way obviously my usual choices have not worked out so well but on the other hand if things don’t go well with leonard i risk losing a really good friend i mean i guess he’s not looking for a fling he’s the kind of guy that gets into a relationship for i don’t know like you would say light years thank you for the clarification right thanks not the first one i’ve made today sheldon do you have anything to say that has anything to do with you know what i’m talking about schrodinger is that the woman in a sheldon i’m sorry i don’t get the point sheldon what’s the point okay so you’re saying i should go out with leonard hi come on in thank you so do you okay great listen um maybe we should talk first actually i’ve heard far too much about schrodinger’s cat alright the cat’s alive let’s go to dinner,Penny
419,oh that’s very interesting yeah but it doesn’t really answer my question do you want some right got it what are you doing i didn’t feel a draft oh yeah you know what maybe we should just slow things down a little no i know i… i know what you meant it’s just… it’s only our first date or we could just wing it goodnight leonard hi thanks sheldon may i ask you a question alright i heard yes so… okay here’s my question has leonard ever dated you know a regular girl no i meant has he ever been involved with someone who wasn’t a braniac how is that not a braniac so do you think that if leonard and i keep dating he’ll eventually get bored with me on what no no okay okay you know i get it leonard has no business being involved with a waitress slash actress who felt so insecure that she lied to him about finishing community college well he was going on and on about this college and that grad school and i didn’t want him to think i was some stupid loser you know there are a lot of successful people in this country who are community college graduates right okay look this is between you and me you cannot tell leonard any of this yeah what okay look if leonard finds out that i lied i will absolutely die of embarrassment oh sheldon please look i’m asking you as a friend well yeah hi guys oh um you know i think i have the dinner shift on friday you know i’m not sure the manager hasn’t posted the schedule yet how about i let you know also today we have a fresh caught alaska salmon and that’s served with a teriyaki glaze and sticky rice our soup of the day… sheldon i’m working oh look why is it so hard for you to keep one little secret look just forget i told you about me not graduating from community college okay okay look you promised me you would keep my secret so you’re just going to have to figure out a way to do it hi what are you talking about he told you pasadena city college wow i get it because dr leonard hofstadter can’t date a girl without a fancy college degree right but i have to have some sort of degree to date you so it’s fine with you if i’m not smart,Penny
420,hi guys looks like you’ve been to the renaissance fair i’m hoping okay fine whatever um you guys this is my friend eric yeah yeah it’s good to see you too we should really go bye guys sheldon what are you doing yeah but why are you doing it on the stairs oh oh well good for him yeah but why are you sitting here why don’t you just go to a movie or something yeah why not well then don’t order popcorn well why don’t you go to a coffee shop they have other things i don’t know you know cookies pastries… yeah sure well they have a lot in common i mean they’re both scientists okay well i have a date too so see ya no it wasn’t my cat it was an experiment designed by this guy named schrodinger no he was some kind of scientist let me start again oh hey leonard leslie okay well goodnight grabs eric and kisses him more passionately okay goodnight had a great time ciao closes door hey sheldon third floor tonight mixing it up sheldon indicates extension cord oh you know i still don’t understand why you just don’t go to dinner or something goodnight sheldon excuse me okay where is this coming from your arch enemy okay i get it i get it i get it sheldon come back you’re losing me oh sweetie i’m sorry i know i heard oh gee well thankyou for that but um i think for now leonard and i are just going to stay friends sheldon you are a smart guy you must know… are you going to let me talk you must know that if leonard and leslie want to be together nothing you can do is going to stop it okay let me put it this way if you’re really leonard’s friend you will support him no matter who he wants to be with because love trumps hate okay goodnight sheldon,Penny
421,yes i can’t get my stupid door open yeah dammit dammit dammit dammit dammit dammit i can’t get the damned key out thankyou sheldon why i’ll tell you why because today i had an audition it took me two hours to get there i waited an hour for my turn and before i could even start they told me i looked too midwest for the part too midwest what the hell does that even mean i know what it means sheldon god you know i have been in la for almost two years now and i haven’t got a single acting job i have accomplished nothing haven’t gotten a raise at work haven’t even had sex in six months and just now when i was walking up those stairs a fly flew in my mouth and i ate it oh sonofabitch i did and he said he’ll get here when he gets here no i am frustrated because i am a failure at everything and my breath smells like fly bursts into tears no sheldon i’d rather sit on this freezing cold floor sobbing like a three yearold for god’s sake stomps into apartment sheldor what are you doing oh what’s afk oic oh i see oh i don’t know can i see them in another colour leonard guess what i’m a level three warrior yeah yeah yeah shhh uhhuh yeah do i stay in the jungle or go towards the beach okay leonard motions for sheldon to talk in the kitchen wait wait where are you going oh my god a treasure chest i’m rich hi yeah okay listen i need to talk to sheldon okay look i bought the game and i’ve been exploring the island of tordage but i can’t figure out how to get past the guard captain no no i’ve a bronze dagger alright alright how do i get the sword is that the place on the hill with the weird priests in front of it thank you i really appreciate this don’t patronise me just get the sword right gimme gimme gimme i want to kill the guard captain leaves sheldon singsong sheldon no danger look it’s just me penny look i got to level and reached purple lotus swamp right yeah leonard gave me an emergency key okay well can we go talk in the living room why not well wear different pyjamas okay just tell me is it too soon to join a quest to the black castle yeah yeah by some guys in budapest i’m just not sure it’s the right move for my character really boy you’d think you could trust a horde of hungarian barbarians okay well you were great thanks comes out door oh hey leonard listen don’t got in sheldon’s room he’s not wearing bottoms no fritz i need you on my flank no i don’t know german flankenzie flankenzie busy i don’t work on mondays uh queen penelope afk what yeah get to the point i’m about to level up here yeah jabber jabber jabber okay boys queen penelope’s back online oh thanks eats it okay i’m at the gate to the treasury of the ancients i’m going in got it oh here come the mummies which spell do i use the hateful strike or the frenzy stance i dumped them they’re a bunch of wussies frenzy frenzy frenzy frenzy frenzy what oh okay wild adventure oh frenzy stance isn’t working die you undead mummy die thank you that’s on the registration ooh awesome okay i totally like to initiate i’m a big old five sheldon what do you want yeah hi listen as long as i’m here i’m on a quest with a bunch of noobs they don’t know what they’re doing we’ve got one assassin three spellcasters and no tank no no no no i need you now whatever i’ll figure it out myself oh my god i need help closes laptop and throws it away,Penny
422,i’m the dumplings creepy howard sit over there what do you have… i thought the blowers were more sanitary gosh raj do you think you’ll ever be able to talk in front of me without being drunk shakes head okay well i’ll just um go eat by myself no it’s okay between indicates raj him not talking indicates sheldon him talking and… indicates howard him i’m better off alone so to raj goodbye you poor strange little man gives him a kiss and exits here you go raj you might want to drink this one slowly what are you guys talking about and you guys aren’t going i can’t believe you raj is celebrating a tremendous accomplishment and you’re not even going to be there to support him come on this is huge raj is going to be in people magazine and he didn’t even have to knock up one of the spears sisters of course i would i would be honoured shame on you guys leaves oh raj look at you um yeah starting with the champagne a little early aren’t you oh i’m ready um yeah why what’s wrong with it yeah well this is all the donkulous you’re gonna get hey leonard uh come on good night leonard alright come on come on yes it’s very nice goodnight raj yes it is oh wow is the evening over wait meet them i am not your squeeze there is no squeezing no no there’s no sowing no squeezing and no sucking face i don’t know maybe it’s the local cuisine okay well it’s nice to meet you just gonna set you on down over here and i’m going to leave so namaste leaves then almost immediately returns and fyi you’d be lucky to have me as a daughterinlaw raj what are you doing he hands her the note no no notes if you have something to say to me say it oh sweetie it’s okay she hugs him as she does leonard exits his apartment to see penny in bathrobe hugging raj who is apparently about to leave as she goes back inside raj turns smiles and puts both thumbs up leonard turns with an upset look to sheldon who is standing behind him sheldon gives him his exaggerated smile,Penny
423,sheldon what is it thanks for the update begins to close door yeah uh i really don’t think i do yeah honey you’ll be fine as long as you don’t do that bungee cord thing okay yes sheldon we are friends oh dear god you know this is my day off sheldon mmhmm it’s fine it’s been on for like a month sheldon it’s fine uh maybe the light’s broken what do you have any alcohol too bad mmhmm well good for leonard no no how about we just have a little quiet time now get out i said get out sheldon you know that we care about you you’re hurting the people around you sweetie all right come on sheldon what okay fine all right they leave yeah and i never wanted to kick albert einstein in the nuts you know i gotta ask why didn’t you just get a license at like everybody else doing what well how ’bout when you were sheldon it’s c just put down c come on let’s go i’ll hit you in the face with a pillow oh oh god wait slow hit the brakes hit the brakes,Penny
424,oh yeah no this thing’s majorly out of order picking up out of order sign see sorry where you going oh are you here to see leonard dr sheldon cooper sheldon cooper tall thin looks a little like a giant praying mantis sheldon cooper i need to see this oh come on we’ll be quiet okay you guys look i know this is none of my business but i just i have to ask what’s sheldon’s deal you know like what’s his deal is it girls guys sock puppets come on everybody has a deal i’m sorry okay well thanks for the nightmares what are you guys gonna do yeah i’m busy so goodnight hey guys this package came for y… sorry puts package down and leaves in hallway shudders holy crap on a cracker hi you know you probably don’t want to go in there you know the only way i could explain it would be in a therapist’s office with dolls sheldon honey i’ve told you it’s a small apartment you only have to knock one time get rid of her how excuse me okay first of all it is not man after man hide you oh man really well then will you explain it to me uh yeah no that’s not it oh gee okay yeah he’s a gift all right um sure sisters ramona leaves holy crap on a cracker oh hey hi sisters,Penny
425,hey guys i need to use your tv i don’t know it just died i’m getting a bunch of static you sound just like the cable company all right so shh tyra banks is about to kick someone off america’s next top model fine oh that’s anais none of the other girls in the house like her they all live in a house together i don’t know somewhere in la yeah i guess to pay my cable bill hey guys what’d i miss what’d i miss oh good i hate her thank you oh giselle’s not getting kicked off it’s totally going to be summer she picks up one of sheldon’s onion rings raj lets out a high pitched squeak and points what it’s one onion ring i don’t know i was hungry what’s the big deal all right look i didn’t know i’m sorry what a sports metaphor all right yeah i’ll play along what was my first strike i did oh come on everybody loves lolcats they’re cute and they can’t spell ’cause they’re cats come on i touched one onion ring oh honey the buses don’t go where you live do they well what a thrill oh jeez you’ve got to be kidding me i don’t care i’m taking a stand metaphorically ooh strike three i’m banished what the hell kind of crap is that yeah you do that okay let me guess a quesadilla with soy cheese for the lactoseintolerant leonard shrimp caesar salad with no almonds for the highly allergic kosheronlyonthehighholidays howard and for our suddenly back on the hindu wagon raj meatlover’s pizza no meat coming right up oh i didn’t tell you you’re banished from the cheesecake factory well you have three strikes one coming in two sitting down and three i don’t like your attitude yeah no there’s a new policy no shoes no shirt no sheldon hi really well that’s great what i’m not going to apologize to that nutcase leonard don’t you get it if you guys keep going along with his insanity you’re just encouraging him look i like hanging out with you guys but i’m not going to apologize for something i didn’t do that’s strike one leonard there you go quesadilla salad there’s your pizza and thanks to sheldon’s heated discussion with my manager one barbecue bacon cheeseburger barbecue sauce bacon and cheese on the side go ahead eat it i dare you okay where is he here try and go online no just try well no no no no no it is on i am gonna introduce your friend to a world of hurt i don’t care i was in junior rodeo i can hogtie and castrate him in seconds time to do your laundry huh oh no are all the machines taken what are you gonna do another night well i guess you can try but deep inside your heart you’ll know that laundry night is always saturday night yeah well your ken can kiss my barbie sheldon knock knock knock sheldon knock knock knock sheldon where are my clothes yes i left them in the washers and when i went down to get them they were gone sheldon where are my clothes how the hell did you get them up on that telephone wire get them down never look wait sheldon this has gotten out of hand okay i’ve done some stupid things you’ve done some stupid things how about we just call it even and move on with our lives look you’ve got to meet me halfway here leonard remember when i said it was on well now it’s junior rodeo on telephone wires can’t electrocute you can they oh no no no it is just beginning what’s this oh my god look i said i wanted to hurt him but but this can i sit wherever i want no no never mind never mind that’s that’s not important sheldon this was big of you thank you i really appreciate it good night sheldon yes thank you understood,Penny
426,hey sheldon i’m sorry what’s wrong with you you’re freaking me out please don’t do that so this wasn’t the awkward part oh all right s’u’up okay feeling the awkward now yeah leonard told me to you well what about me well aren’t you sweet yeah i think she’s pretty safe really i could think about you always nice talking to you sheldon what this is a door knob sheldon would you like to come in no sheldon what do you want he’s having problems with stephanie what we never got to the bedroom oh okay all right you know what i’ll tell you what happened we were young we were very much in love but we could only communicate through a timetraveling mailbox at my lake house what oh thank you no well thank you yes what leonard congratulations your facebook status update leonard hofstadter is in a relationship seriously you went first after only two weeks that’s bold well then who did what’s wrong lassie timmy fall down the well he points oh wow she just updated her facebook status,Penny
427,hey sheldon are you and leonard putting up a christmas tree saturnalia okay well thank you for that but i got you and leonard a few silly neighbour gifts so i’ll just put them under my tree uhhuh i don’t know ‘cause it’s christmas now honey it’s okayyou don’t have to get me anything in return okay you know what forget it i’m not giving you a present sheldon i am very very sorry oh hey leonard ooh are you okay my god how fast were you going hi penny so it’s your motorcycle oh is it okay oh yeah yeah sure so um dave how do you know leonard haha no you’re not uh well it’s just that the physicists i know are indoorsy and pale so are you and leonard working on an experiment together uh sweetie sweetie dave was talking you know i love science since always call me a geek but i am just nuts for the whole subatomic particle thing ha well that’s what i am queen of the nerds you know i have always wanted to see a big science lab since always umyeah yeah that sounds great let me just get my jacket okay let’s go hey leonard dave was just showing me around the university you know this place is unbelievable i never said that oh shut up really we’re going to do an experiment it’s not an experiment you saw what happened last night yeah oh can i drive the motorcycle why are you yelling at me dave is not smarter than you he’s an idiot because a smart guy takes the nude photos of his wife off his cell phone before he tries to take nude photos of his girlfriend that’s what you took from that the guy is married and you if you are so okay with the way things are between us why are you so jealous nice save genius eggnog it’s just rum it stopped being eggnog like half an hour ago smoother than you okay merry christmas merry christmas how’s your leg okay here turn it over yeah he came into the restaurant sorry the napkin’s dirty he wiped his mouth with it well yeah yeah i guess but look he signed it okay all i’m giving you is the napkin sheldon here open it yeah and i checked not letting the bike fall on you while standing still is lesson one okay totally cool science experiments for kids sheldon what did you do leonard look sheldon’s hugging me,Penny
428,no i think i’m just going to stay in tonight and do laundry monte bursts through boys door penny screams and runs down the stairs leonard what the hell yeah well it almost killed me so who exactly does it want to kill you know since i moved last year not all my mail has been forwarded how is it supposed to be a dance if i’m the only girl you’re a pig howard our tango look normally i can just ignore you i mean i get it you’re a little peculiar you know like sheldon yeah you might be right but back to you i know you think you’re some sort of smoothtalking ladies’ man but the truth is you are just pathetic and creepy i am saying it is not a compliment to call me doable it’s not sexy to stare at my ass and say “ooh it must be jelly ’cause jam don’t shake like that” and most important we are not dancing a tango we’re not to’ing and fro’ing nothing is ever going to happen between us ever flirting you think i’m flirting with you i am not flirting with you no woman is ever gonna flirt with you you’re just gonna grow old and die alone well someone had to say it raj whispers in leonard’s ear what hey yeah come on in what’s up get out well then have the robot go and get him his feelings needed to be hurt yeah probably with a blowup doll oh please how could i possibly devastate howard what does that mean i turn into a bear and say what that i didn’t mean it because i meant it oh pthththth okay come on that’s not fair fine i’ll go over there tomorrow what about her hey so i just came by to see how you were doing good your mom seems nice okay look howard i just want to apologize for some things that i have said about you i’ve been informed that you have feelings and apparently i have hurt them so i’m sorry howard so you’re okay okay well bye penny leaves room sound of howard crying through door so close goes back in aw that sounds sweet oh it’s cute that’s great oh it’s fun howard do you think maybe sometimes you try too hard well you’d have a terrific chance i mean you’re smart you’re funny you have a cool job you build stuff that goes into outer space look i’m telling you i’ve known you for like a year and a half and this is the first time i feel like i’m talking to a real person and you know what i like him he’s a nice guy yes i do howard tries to kiss her she punches him he slipped and fell yes now he knows what bathtubs are capable of doing when you don’t treat them with respect sheldon honey aren’t you getting a little carried away i mean it’s just a toy robot i know i got it sheldon i’m sorry,Penny
429,thanks i mean the email doesn’t bother me as much as the vacation pictures of him in a bathing suit what’s up with ichabod oh really well good for him well how did you guys become friends and you moved in anyway well what about howard and raj i mean how did you become friends with them well yeah sure when you put it that way but it all worked out right oh come on really leonard whistles hello sheldon what is this yes well that is a good question but is this really the best way to figure it out okay question rank the following aspects of sheldon cooper in order of appeal intelligence ruthless attention to hygiene playfulness java applet writing wait how many questions are on this thing thanks pal sheldon honey did you ever consider making friends by being i don’t know pleasant sheldon are you okay okay you know what i see where this is going i’m not one of you guys i’m not a scientist so just… eww penny,Penny
430,ooh ooh shut the door shut the door just do it penny runs in sheldon shuts door penny opens door again get inside and shut the door is leonard around the building manager’s showing an apartment downstairs and i haven’t paid my rent it’s no big deal i’m just a little behind on my bills because they cut back my hours at the restaurant and my car broke down well the “check engine” light is fine it’s still blinking away it’s the stupid engine that stopped working it cost me like twelve hundred dollars to fix it yes it occurs to me too wow you got a lot of money in there don’t be silly no i can’t well yeah but… but what if you need it really i mean are you sure are they working on that okay well thank you oh god no i can’t sheldon honey i don’t want things to be weird between us i’ll pay you back as soon as i can i’m regretting this already great i hope i’m a waitress at the cheesecake factory for my whole life no yes oh thanks this must be the beret i ordered a couple of months ago it was backordered okay whatever it’s not like i’m running up and down the streets just buying myself berets i bought one like a month ago and it was backordered look it finally arrived all right oh my god would you just get off my case thank you leonard what’s my share no really how much well which is it ten or eleven what what are you saying that i’m using my body to get dinner that i’m some kind of chinese food prostitute ‘cause let me tell you something buddy i pay my own way in this world okay i don’t rely on anybody raj runs out of the room what was that about here leonard ten eleven twelve uh fourteen dollars yes dinner’s here and i’m having some i’m having takeout food you’re damn right it’s okay i’ve been having leftovers at the restaurant for like four days and i wanted something different so sue me sheldon look i will pay you back as soon as i can you just have to give me more time she needed money you seem under pressure did i not lend you a sufficient amount because i can give you more oh you know you would just love that wouldn’t you yeah you would just love to open up your little snake can and throw some money at the girl who can’t pay her bills going home where i won’t be interrogated like a criminal i forgot my fortune cookie hey yeah when i didn’t pay my bill the department of water and power thought i would enjoy the ambience i used sheldon’s money to pay my rent then i had like fourteen dollars left over put it back in your pocket or i’ll find some other place to put it yeah well that’s not really my big problem yeah i know it’s just this wasn’t the plan it wasn’t supposed to go this way um waitress for six months and then become a movie star tv star oh no i can’t give up my acting classes i’m a professional actress that is not the definition of professional oh that’s nothing well remember kurt yeah he got arrested for taking a whiz on a cop car he was drunk anyway he had a bunch of outstanding tickets and a bench warrant so i you know i paid his fines no but he will leonard i’m not gonna call up kurt and ask him for money i don’t know but i may have to find a cheaper place to live why not well do you know anybody oh leonard honey if we started living together i wouldn’t be able to keep my hands off you and you thought my acting lessons were a waste of money hey is sheldon here nice hat maybe if you’re working on a tuna boat sheldon here is your money thank you very much it helped a lot no well i cut back my expenses like you said and picked up a few more hours at the restaurant but the biggest thing was out of the blue kurt shows up and gives me the money he owes me yes he said he was feeling guilty and wanted to do what was right nope i just think he’s really changed we’re having dinner tomorrow night and i get to wear my new beret bye guys,Penny
